posicao_risco,id_municipio,uf,regiao,n_alunos,taxa_prevista,taxa_observada,risco_previsto,meta_alfabetizacao_2024,gap_meta_2024,gap_meta_2026,risco_de_perder_meta_2024,situacao_historico,em_treino
1,2901908,BA,Nordeste,230,0.2211745,0.16521739130434782,0.7788255,24.7,-2.582551193237304,-20.902551193237308,True,completo,True
2,2907202,BA,Nordeste,430,0.23240237,0.20930232558139536,0.7675976,19.44,3.8002362823486315,-14.84976371765137,False,completo,True
3,2902252,BA,Nordeste,61,0.24104081,0.13114754098360656,0.7589592,23.69,0.4140802001953112,-18.02591979980469,False,completo,True
4,2910503,BA,Nordeste,255,0.25187266,0.3254901960784314,0.74812734,,,-24.222734603881833,False,completo,False
5,2919900,BA,Nordeste,40,0.25752047,0.125,0.74247956,8.39,17.362046585083007,1.3720465850830088,False,completo,True
6,2917003,BA,Nordeste,247,0.257794,0.21052631578947367,0.742206,34.97,-9.190600128173827,-25.43060012817383,True,completo,True
7,2924405,BA,Nordeste,391,0.25982344,0.22506393861892582,0.74017656,31.12,-5.137656326293946,-22.327656326293948,True,completo,True
8,2902104,BA,Nordeste,331,0.26210335,0.24471299093655588,0.7378967,27.37,-1.1596652221679697,-19.089665222167966,True,completo,True
9,2924207,BA,Nordeste,132,0.26725233,0.20454545454545456,0.7327477,36.27,-9.544766921997073,-25.434766921997067,True,completo,True
10,2932457,BA,Nordeste,122,0.2673408,0.22950819672131148,0.7326592,28.46,-1.725918731689454,-19.465918731689456,True,completo,True
11,2910602,BA,Nordeste,359,0.26823968,0.2395543175487465,0.7317603,26.95,-0.12603302001953054,-18.126033020019534,True,completo,True
12,2928307,BA,Nordeste,61,0.26918107,0.22950819672131148,0.7308189,,,-14.561892013549802,False,completo,True
13,2920809,BA,Nordeste,70,0.26920974,0.18571428571428572,0.73079026,28.29,-1.3690252685546866,-19.13902526855469,True,completo,True
14,2911105,BA,Nordeste,234,0.2703216,0.28205128205128205,0.7296784,26.73,0.30216171264648395,-17.727838287353514,False,completo,True
15,2926004,BA,Nordeste,329,0.27175772,0.3525835866261398,0.7282423,32.32,-5.144228286743164,-22.05422828674316,True,completo,False
16,2930501,BA,Nordeste,487,0.2723272,0.19917864476386038,0.7276728,32.42,-5.18727867126465,-22.07727867126465,True,completo,True
17,2930204,BA,Nordeste,429,0.27621728,0.24242424242424243,0.7237827,33.62,-5.998271102905271,-22.588271102905274,True,completo,True
18,2911808,BA,Nordeste,159,0.27682218,0.22641509433962265,0.7231778,29.89,-2.2077814483642584,-19.65778144836426,True,completo,True
19,2930105,BA,Nordeste,487,0.2772065,0.2402464065708419,0.72279346,27.01,0.7106516265869125,-17.279348373413086,False,completo,False
20,2915403,BA,Nordeste,59,0.27732408,0.15254237288135594,0.7226759,27.27,0.46240852355957074,-17.47759147644043,False,completo,True
21,2911006,BA,Nordeste,78,0.27858853,0.41025641025641024,0.72141147,21.74,6.118852386474611,-12.471147613525389,False,completo,False
22,2916302,BA,Nordeste,64,0.2786745,0.234375,0.7213255,21.57,6.297450714111328,-12.302549285888674,False,completo,True
23,2928000,BA,Nordeste,199,0.27905262,0.2914572864321608,0.7209474,32.3,-4.394738006591794,-21.314738006591796,True,completo,True
24,2921500,BA,Nordeste,251,0.27952486,0.2749003984063745,0.72047514,37.95,-9.997513961791995,-25.397513961791994,True,completo,True
25,4301750,RS,Sul,25,0.28019154,0.04,0.71980846,,,4.3691535949707045,False,completo,True
26,2924108,BA,Nordeste,30,0.28020394,0.13333333333333333,0.71979606,27.85,0.17039337158202983,-17.669606628417966,False,completo,True
27,2909901,BA,Nordeste,388,0.2816222,0.22938144329896906,0.7183778,36.77,-8.6077799987793,-24.347779998779295,True,completo,True
28,2919157,BA,Nordeste,301,0.28164947,0.25249169435215946,0.7183505,32.3,-4.135052490234372,-21.055052490234374,True,completo,True
29,2923704,BA,Nordeste,233,0.28209242,0.2446351931330472,0.71790755,28.27,-0.060758132934569886,-17.840758132934567,True,completo,False
30,2906808,BA,Nordeste,332,0.28355834,0.2319277108433735,0.71644163,36.8,-8.44416694641113,-24.184166946411132,True,completo,True
31,2922052,BA,Nordeste,111,0.28383765,0.2882882882882883,0.7161623,29.66,-1.2762357330322267,-18.776235733032223,True,completo,True
32,2906873,BA,Nordeste,242,0.28428364,0.29338842975206614,0.71571636,33.41,-4.9816361999511685,-21.631636199951174,True,completo,True
33,2929800,BA,Nordeste,82,0.28449526,0.2073170731707317,0.71550477,21.63,6.819525833129884,-11.770474166870116,False,completo,True
34,2900405,BA,Nordeste,69,0.2846347,0.30434782608695654,0.7153653,28.14,0.32347045898437443,-17.466529541015625,False,completo,True
35,2902708,BA,Nordeste,474,0.28485954,0.2848101265822785,0.71514046,34.04,-5.55404571533203,-22.044045715332032,True,completo,True
36,2927507,BA,Nordeste,133,0.286346,0.3157894736842105,0.71365404,28.15,0.48459968566894673,-17.305400314331052,False,completo,True
37,2919603,BA,Nordeste,146,0.2869845,0.3013698630136986,0.7130155,25.55,3.148450088500976,-15.061549911499021,False,completo,False
38,2908903,BA,Nordeste,169,0.28731182,0.21301775147928995,0.7126882,37.99,-9.25881790161133,-24.64881790161133,True,completo,True
39,2805604,SE,Nordeste,228,0.28782925,0.17543859649122806,0.7121707,30.74,-1.957075347900389,-19.237075347900394,True,completo,True
40,2904704,BA,Nordeste,140,0.28790566,0.2857142857142857,0.7120943,31.49,-2.699434509277342,-19.809434509277345,True,completo,True
41,2905503,BA,Nordeste,149,0.28810734,0.28187919463087246,0.71189266,28.45,0.36073379516601634,-17.379266204833982,False,completo,True
42,2915809,BA,Nordeste,252,0.2889111,0.2698412698412698,0.7110889,29.39,-0.4988905334472662,-18.05889053344727,True,completo,True
43,2924009,BA,Nordeste,944,0.28942683,0.3050847457627119,0.7105732,32.01,-3.0673158264160136,-20.057315826416016,True,completo,False
44,1600501,AP,Norte,384,0.29011557,0.21354166666666666,0.7098844,33.3,-4.288443374633786,-20.968443374633786,True,completo,True
45,4314902,RS,Sul,7389,0.29037333,0.2829882257409663,0.7096267,,,,False,completo,True
46,2902203,BA,Nordeste,78,0.2916689,0.1794871794871795,0.7083311,28.9,0.26688919067382955,-17.38311080932617,False,completo,True
47,2906824,BA,Nordeste,156,0.2920628,0.30128205128205127,0.70793724,25.86,3.3462797546386724,-14.82372024536133,False,completo,False
48,2929701,BA,Nordeste,88,0.29286268,0.3068181818181818,0.70713735,22.02,7.26626823425293,-11.303731765747074,False,completo,True
49,2931707,BA,Nordeste,95,0.29350045,0.28421052631578947,0.7064996,30.46,-1.1099538421630868,-18.439953842163085,True,completo,False
50,2913606,BA,Nordeste,1378,0.29358226,0.2663280116110305,0.70641774,39.22,-9.861773223876952,-24.881773223876955,True,completo,True
51,2927606,BA,Nordeste,155,0.29369077,0.2838709677419355,0.7063092,32.87,-3.5009223175048803,-20.28092231750488,True,completo,False
52,2927101,BA,Nordeste,162,0.29375878,0.2839506172839506,0.70624125,30.48,-1.1041226196289067,-18.43412261962891,True,completo,True
53,2932705,BA,Nordeste,159,0.29446387,0.2641509433962264,0.7055361,37.1,-7.653611755371095,-23.303611755371094,True,completo,True
54,2923050,BA,Nordeste,64,0.29455924,0.390625,0.70544076,28.92,0.535924987792967,-17.11407501220703,False,completo,True
55,2918100,BA,Nordeste,193,0.29472843,0.29533678756476683,0.7052716,34.24,-4.767156829833986,-21.197156829833986,True,completo,True
56,2926103,BA,Nordeste,123,0.29484048,0.23577235772357724,0.70515954,25.46,4.024048843383788,-14.19595115661621,False,completo,True
57,2805406,SE,Nordeste,345,0.2949614,0.26666666666666666,0.7050386,23.75,5.7461395263671875,-12.673860473632814,False,completo,True
58,2906303,BA,Nordeste,272,0.29564765,0.2867647058823529,0.7043524,36.12,-6.555234069824216,-22.485234069824216,True,completo,True
59,2916500,BA,Nordeste,326,0.29653433,0.5122699386503068,0.7034657,35.25,-5.596567153930664,-21.766567153930666,True,completo,False
60,2922250,BA,Nordeste,118,0.29697433,0.22033898305084745,0.7030257,38.02,-8.322566528320316,-23.70256652832031,True,completo,True
61,2922102,BA,Nordeste,126,0.29709953,0.3333333333333333,0.70290047,33.82,-4.1100466918945315,-20.65004669189453,True,completo,True
62,2905800,BA,Nordeste,236,0.29724786,0.2838983050847458,0.7027521,33.17,-3.445215148925783,-20.155215148925784,True,completo,True
63,2920908,BA,Nordeste,101,0.29868174,0.26732673267326734,0.70131826,29.51,0.3581735992431625,-17.171826400756835,False,completo,True
64,2803609,SE,Nordeste,215,0.29892427,0.26976744186046514,0.70107573,23.05,6.842427444458007,-11.647572555541991,False,completo,True
65,2931103,BA,Nordeste,75,0.29909223,0.30666666666666664,0.70090777,25.95,3.9592235565185554,-14.190776443481447,False,completo,True
66,2904902,BA,Nordeste,242,0.29932427,0.3305785123966942,0.7006757,32.07,-2.1375735473632815,-19.10757354736328,True,completo,False
67,2801504,SE,Nordeste,147,0.29971412,0.16326530612244897,0.7002859,32.07,-2.098587341308594,-19.068587341308593,True,completo,True
68,2905305,BA,Nordeste,135,0.30031317,0.3037037037037037,0.6996868,28.79,1.2413167572021493,-16.43868324279785,False,completo,False
69,2925600,BA,Nordeste,100,0.30034667,0.2,0.6996533,28.43,1.6046679687500003,-16.13533203125,False,completo,True
70,2933158,BA,Nordeste,156,0.30076805,0.1794871794871795,0.699232,39.73,-9.653194885253903,-24.51319488525391,True,completo,True
71,2919207,BA,Nordeste,1280,0.30086222,0.2875,0.6991378,36.74,-6.653778305053713,-22.403778305053713,True,completo,True
72,2905909,BA,Nordeste,189,0.30101562,0.2804232804232804,0.6989844,43.29,-13.1884375,-26.908437499999998,True,completo,True
73,2907103,BA,Nordeste,316,0.30108488,0.31962025316455694,0.6989151,35.7,-5.591511917114261,-21.641511917114258,True,completo,True
74,2925808,BA,Nordeste,188,0.30188978,0.30319148936170215,0.6981102,34.54,-4.3510218048095695,-20.71102180480957,True,completo,True
75,2911907,BA,Nordeste,263,0.3031475,0.28517110266159695,0.6968525,30.13,0.18474876403808693,-17.225251235961913,False,completo,False
76,2900207,BA,Nordeste,159,0.30343094,0.18238993710691823,0.6965691,35.44,-5.096906127929685,-21.21690612792969,True,completo,False
77,2932903,BA,Nordeste,417,0.30379045,0.31894484412470026,0.69620955,38.08,-7.700954513549803,-23.060954513549802,True,completo,True
78,2414209,RN,Nordeste,216,0.30389464,0.25462962962962965,0.69610536,24.51,5.879463424682616,-12.460536575317384,False,completo,True
79,2914307,BA,Nordeste,33,0.30444914,0.36363636363636365,0.69555086,,,,False,completo,False
80,2928505,BA,Nordeste,76,0.3046015,0.27631578947368424,0.6953985,33.84,-3.379850234985355,-19.90985023498535,True,completo,True
81,2914653,BA,Nordeste,313,0.30478048,0.24920127795527156,0.6952195,38.14,-7.66195167541504,-23.001951675415036,True,completo,True
82,2920205,BA,Nordeste,190,0.30482456,0.3368421052631579,0.6951754,32.45,-1.9675437927246122,-18.847543792724608,True,completo,True
83,2925253,BA,Nordeste,173,0.30530226,0.3699421965317919,0.69469774,30.38,0.15022575378418068,-17.199774246215817,False,completo,False
84,2922656,BA,Nordeste,176,0.30548522,0.26136363636363635,0.69451475,38.28,-7.731478958129884,-23.03147895812988,True,completo,True
85,2930303,BA,Nordeste,136,0.30597132,0.33088235294117646,0.6940287,36.13,-5.532868270874026,-21.45286827087402,True,completo,True
86,2923357,BA,Nordeste,141,0.30614123,0.3404255319148936,0.69385874,29.85,0.7641223907470689,-16.695877609252932,False,completo,True
87,2922706,BA,Nordeste,16,0.30650833,0.5,0.6934917,36.6,-5.949166870117189,-21.739166870117188,True,completo,True
88,2931509,BA,Nordeste,186,0.30660656,0.2956989247311828,0.69339347,35.23,-4.5693440246582,-20.7393440246582,True,completo,True
89,2918308,BA,Nordeste,98,0.30727255,0.40816326530612246,0.69272745,31.37,-0.6427451324462901,-17.77274513244629,True,completo,True
90,2926509,BA,Nordeste,162,0.3075473,0.3395061728395062,0.69245267,35.87,-5.115269775390622,-21.115269775390622,True,completo,False
91,2914000,BA,Nordeste,415,0.30760068,0.344578313253012,0.6923993,37.07,-6.309933013916016,-21.969933013916012,True,completo,True
92,2932200,BA,Nordeste,151,0.3076169,0.31125827814569534,0.6923831,36.89,-6.128311767578126,-21.838311767578126,True,completo,True
93,2928109,BA,Nordeste,251,0.3076657,0.26294820717131473,0.6923343,39.29,-8.523428955078124,-23.523428955078124,True,completo,True
94,2910859,BA,Nordeste,136,0.3078461,0.36764705882352944,0.69215393,25.25,5.534610748291016,-12.715389251708984,False,completo,True
95,2913101,BA,Nordeste,100,0.30805948,0.28,0.69194055,33.31,-2.504051742553713,-19.174051742553708,True,completo,True
96,2929370,BA,Nordeste,88,0.30932128,0.2840909090909091,0.6906787,30.39,0.5421289062499994,-16.807871093750002,False,completo,False
97,2805109,SE,Nordeste,62,0.30938944,0.11290322580645161,0.6906105,21.39,9.548943862915038,-9.061056137084961,False,completo,True
98,2913705,BA,Nordeste,229,0.30974856,0.30131004366812225,0.69025147,36.61,-5.635144577026367,-21.425144577026366,True,completo,True
99,1300508,AM,Norte,410,0.30998594,0.25121951219512195,0.69001406,36.81,-5.811405715942385,-21.541405715942382,True,completo,True
100,2917508,BA,Nordeste,558,0.3103634,0.2849462365591398,0.6896366,37.79,-6.753659286499023,-22.203659286499025,True,completo,True
101,2903607,BA,Nordeste,57,0.31037465,0.2982456140350877,0.6896254,29.4,1.6374641418457045,-15.922535858154298,False,completo,True
102,2929206,BA,Nordeste,342,0.31099907,0.2573099415204678,0.68900096,37.11,-6.010093078613281,-21.66009307861328,True,completo,True
103,2804904,SE,Nordeste,106,0.31107086,0.3018867924528302,0.68892914,23.74,7.367086181640627,-11.052913818359372,False,completo,True
104,2912103,BA,Nordeste,166,0.31133172,0.3795180722891566,0.68866825,,,-22.216828918457033,False,completo,False
105,2922904,BA,Nordeste,242,0.31194133,0.3140495867768595,0.6880587,29.32,1.8741318511962888,-15.695868148803712,False,completo,True
106,2907905,BA,Nordeste,193,0.312106,0.31088082901554404,0.687894,35.07,-3.8593981933593753,-20.079398193359374,True,completo,True
107,2800605,SE,Nordeste,278,0.31215847,0.2805755395683453,0.68784153,29.32,1.895847015380859,-15.674152984619141,False,completo,True
108,2933059,BA,Nordeste,82,0.31236085,0.2073170731707317,0.6876391,39.52,-8.28391410827637,-23.21391410827637,True,completo,True
109,2903235,BA,Nordeste,121,0.31250826,0.2975206611570248,0.6874918,31.51,-0.25917411804199375,-17.35917411804199,True,completo,True
110,1703073,TO,Norte,72,0.3131393,0.18055555555555555,0.6868607,18.0,13.313928604125977,-5.306071395874021,False,completo,True
111,2904852,BA,Nordeste,119,0.31325862,0.3277310924369748,0.68674135,,,,False,completo,False
112,2917706,BA,Nordeste,233,0.31375748,0.40772532188841204,0.6862425,37.63,-6.25425231933594,-21.744252319335935,True,completo,False
113,2932309,BA,Nordeste,105,0.3138677,0.41904761904761906,0.6861323,38.45,-7.06323165893555,-22.31323165893555,True,completo,True
114,2913903,BA,Nordeste,326,0.31392083,0.25153374233128833,0.68607914,40.51,-9.11791778564453,-23.737917785644534,True,completo,True
115,2804805,SE,Nordeste,1785,0.3141386,0.2980392156862745,0.6858614,26.93,4.483858413696289,-13.51614158630371,False,completo,True
116,2925709,BA,Nordeste,107,0.31415936,0.3177570093457944,0.6858406,37.48,-6.064064483642575,-21.60406448364258,True,completo,False
117,2901353,BA,Nordeste,109,0.3143123,0.28440366972477066,0.68568766,39.88,-8.448769454956057,-23.268769454956058,True,completo,True
118,2906402,BA,Nordeste,52,0.31432045,0.3076923076923077,0.68567955,37.97,-6.537955017089843,-21.927955017089843,True,completo,True
119,2907004,BA,Nordeste,115,0.31444377,0.33043478260869563,0.68555623,33.87,-2.4256240081787084,-18.95562400817871,True,completo,True
120,2925402,BA,Nordeste,69,0.31517577,0.2753623188405797,0.6848242,35.06,-3.5424218750000023,-19.762421875,True,completo,True
121,2919108,BA,Nordeste,46,0.3152998,0.1956521739130435,0.6847002,29.42,2.109981613159178,-15.44001838684082,False,completo,False
122,2907608,BA,Nordeste,78,0.3162002,0.2564102564102564,0.6837998,37.9,-6.279980087280272,-21.699980087280274,True,completo,True
123,2933604,BA,Nordeste,524,0.3163393,0.32251908396946566,0.6836607,38.06,-6.426067886352541,-21.79606788635254,True,completo,True
124,2912608,BA,Nordeste,32,0.31634304,0.15625,0.68365693,27.17,4.464304046630858,-13.505695953369141,False,completo,False
125,2910701,BA,Nordeste,434,0.31652895,0.31336405529953915,0.6834711,39.98,-8.327105026245114,-23.11710502624512,True,completo,True
126,2928208,BA,Nordeste,230,0.3168854,0.3869565217391304,0.6831146,37.01,-5.321458587646482,-21.001458587646482,True,completo,False
127,2916609,BA,Nordeste,71,0.3171854,0.36619718309859156,0.6828146,38.06,-6.341459808349612,-21.71145980834961,True,completo,True
128,2914901,BA,Nordeste,218,0.31741753,0.3119266055045872,0.6825825,39.28,-7.538247375488282,-22.538247375488282,True,completo,True
129,2921401,BA,Nordeste,119,0.31773952,0.29411764705882354,0.6822605,40.59,-8.816047515869144,-23.41604751586914,True,completo,True
130,2929404,BA,Nordeste,68,0.31794095,0.36764705882352944,0.68205905,35.91,-4.115905914306637,-20.09590591430664,True,completo,True
131,2914505,BA,Nordeste,83,0.31817508,0.3253012048192771,0.6818249,,,,False,completo,True
132,2912202,BA,Nordeste,249,0.31853396,0.3253012048192771,0.68146604,35.04,-3.1866045379638663,-19.406604537963865,True,completo,True
133,2930154,BA,Nordeste,439,0.3185546,0.26651480637813213,0.68144536,42.83,-10.97453887939453,-24.844538879394534,True,completo,False
134,2915353,BA,Nordeste,125,0.31867066,0.328,0.68132937,28.02,3.8470654296875004,-13.972934570312503,False,completo,True
135,2414456,RN,Nordeste,37,0.3189613,0.10810810810810811,0.68103874,,,3.5761296081542966,False,completo,True
136,2930808,BA,Nordeste,132,0.31913733,0.3181818181818182,0.68086267,32.71,-0.7962655639648446,-17.616265563964845,True,completo,True
137,2905602,BA,Nordeste,191,0.31973234,0.24607329842931938,0.6802677,40.84,-8.866765823364261,-23.386765823364257,True,completo,True
138,2932408,BA,Nordeste,83,0.32034847,0.27710843373493976,0.6796515,40.0,-7.965152740478516,-22.745152740478517,True,completo,True
139,2800209,SE,Nordeste,86,0.32046193,0.20930232558139536,0.6795381,28.59,3.4561921691894533,-14.253807830810544,False,completo,True
140,2915908,BA,Nordeste,53,0.32063708,0.24528301886792453,0.6793629,,,,False,completo,True
141,2923100,BA,Nordeste,202,0.32077193,0.21287128712871287,0.67922807,41.3,-9.22280578613281,-23.592805786132814,True,completo,True
142,2926905,BA,Nordeste,32,0.32105282,0.15625,0.6789472,43.13,-11.024718170166018,-24.794718170166014,True,completo,True
143,2909307,BA,Nordeste,214,0.32106283,0.26635514018691586,0.6789372,43.32,-11.213714904785157,-24.923714904785157,True,completo,True
144,2908200,BA,Nordeste,142,0.32188284,0.2746478873239437,0.67811716,38.68,-6.491714172363281,-21.68171417236328,True,completo,True
145,2914802,BA,Nordeste,931,0.32194784,0.2975295381310419,0.6780522,38.61,-6.415213928222656,-21.61521392822266,True,completo,False
146,2911659,BA,Nordeste,87,0.32284898,0.367816091954023,0.677151,36.33,-4.045103149414061,-19.915103149414065,True,completo,True
147,2928059,BA,Nordeste,95,0.32331592,0.28421052631578947,0.6766841,40.34,-8.00840744018555,-22.68840744018555,True,completo,False
148,2931905,BA,Nordeste,256,0.32352176,0.35546875,0.67647827,36.12,-3.767823333740232,-19.69782333374023,True,completo,True
149,2913309,BA,Nordeste,28,0.32356516,0.32142857142857145,0.6764349,,,,False,completo,True
150,2908408,BA,Nordeste,446,0.32376027,0.3094170403587444,0.6762397,35.73,-3.3539738464355437,-19.39397384643555,True,completo,False
151,2911402,BA,Nordeste,85,0.32416847,0.23529411764705882,0.67583156,42.59,-10.173152770996097,-24.123152770996093,True,completo,True
152,2707107,AL,Nordeste,375,0.32418123,0.25066666666666665,0.6758188,31.96,0.45812133789062415,-16.541878662109376,False,completo,True
153,2909208,BA,Nordeste,111,0.32486674,0.36036036036036034,0.6751332,35.85,-3.3633247375488295,-19.36332473754883,True,completo,False
154,1200435,AC,Norte,58,0.32510445,0.15517241379310345,0.6748955,,,-1.529555358886718,False,ausente,True
155,2916906,BA,Nordeste,60,0.32539445,0.3,0.67460555,39.79,-7.250556030273437,-22.09055603027344,True,completo,True
156,2400505,RN,Nordeste,134,0.3256194,0.5895522388059702,0.6743806,24.68,7.881939239501953,-10.438060760498047,False,completo,False
157,2907400,BA,Nordeste,35,0.32564437,0.2571428571428571,0.6743556,16.24,16.32443786621094,-2.1555621337890614,False,completo,True
158,2915304,BA,Nordeste,80,0.3258269,0.25,0.6741731,39.74,-7.157308807373049,-22.01730880737305,True,completo,True
159,2929354,BA,Nordeste,77,0.3259484,0.2727272727272727,0.67405164,38.32,-5.725162811279297,-21.025162811279294,True,completo,True
160,2928802,BA,Nordeste,499,0.32595706,0.3186372745490982,0.67404294,39.59,-6.994293060302738,-21.904293060302734,True,completo,False
161,2803401,SE,Nordeste,137,0.3259779,0.39416058394160586,0.6740221,33.27,-0.6722102355957063,-17.362210235595704,True,completo,False
162,2905156,BA,Nordeste,28,0.3261666,0.4642857142857143,0.6738334,32.08,0.5366610717773455,-16.433338928222653,False,completo,True
163,2930774,BA,Nordeste,302,0.32632324,0.3443708609271523,0.6736767,33.65,-1.0176757812499986,-17.607675781250002,True,completo,True
164,2801702,SE,Nordeste,185,0.32646656,0.34594594594594597,0.67353344,31.96,0.6866560363769523,-16.313343963623048,False,completo,False
165,2913457,BA,Nordeste,55,0.32651952,0.43636363636363634,0.6734805,37.38,-4.728049163818362,-20.298049163818362,True,completo,True
166,2912400,BA,Nordeste,160,0.32675415,0.36875,0.67324585,36.9,-4.224584960937499,-19.9345849609375,True,completo,True
167,2930402,BA,Nordeste,90,0.32728508,0.36666666666666664,0.67271495,38.83,-6.1014920043945295,-21.24149200439453,True,completo,True
168,2405405,RN,Nordeste,57,0.3273001,0.2631578947368421,0.6726999,21.97,10.760010986328126,-7.809989013671874,False,completo,True
169,1505205,PA,Norte,373,0.32733834,0.3136729222520107,0.67266166,25.53,7.20383331298828,-11.00616668701172,False,completo,True
170,2916203,BA,Nordeste,65,0.32739523,0.35384615384615387,0.6726048,37.65,-4.910475158691405,-20.400475158691407,True,completo,True
171,2928950,BA,Nordeste,51,0.32777175,0.5294117647058824,0.6722282,32.49,0.2871759033203105,-16.582824096679687,False,completo,True
172,2929305,BA,Nordeste,203,0.32796368,0.24630541871921183,0.6720363,43.04,-10.243632354736327,-24.04363235473633,True,completo,True
173,2902609,BA,Nordeste,87,0.32828048,0.367816091954023,0.67171955,42.94,-10.11195129394531,-23.941951293945316,True,completo,True
174,2910800,BA,Nordeste,3528,0.3289829,0.33191609977324266,0.6710171,38.95,-6.051711273193362,-21.151711273193357,True,completo,True
175,2906204,BA,Nordeste,255,0.32923356,0.33725490196078434,0.6707665,36.34,-3.416644897460941,-19.28664489746094,True,completo,True
176,2901700,BA,Nordeste,66,0.32976487,0.25757575757575757,0.67023516,40.74,-7.7635137939453145,-22.31351379394531,True,completo,True
177,2920452,BA,Nordeste,59,0.33095634,0.3728813559322034,0.66904366,37.76,-4.664365539550779,-20.12436553955078,True,completo,True
178,2802700,SE,Nordeste,114,0.33148172,0.15789473684210525,0.6685183,34.17,-1.0218257141113298,-17.471825714111326,True,completo,True
179,2901205,BA,Nordeste,115,0.33162886,0.3217391304347826,0.66837114,43.17,-10.007112426757814,-23.757112426757814,True,completo,True
180,2910909,BA,Nordeste,43,0.33267602,0.23255813953488372,0.66732395,,,,False,completo,True
181,2802403,SE,Nordeste,94,0.3328452,0.3723404255319149,0.6671548,26.47,6.814523010253907,-11.265476989746091,False,completo,True
182,2906501,BA,Nordeste,510,0.33302078,0.36666666666666664,0.6669792,39.6,-6.297921752929689,-21.197921752929688,True,completo,True
183,2407104,RN,Nordeste,556,0.33372155,0.3057553956834532,0.6662785,36.28,-2.9078457641601574,-18.787845764160153,True,completo,True
184,2804300,SE,Nordeste,35,0.33426487,0.22857142857142856,0.6657351,15.64,17.78648696899414,-0.6135130310058585,False,completo,True
185,2930600,BA,Nordeste,144,0.33498514,0.2569444444444444,0.66501486,39.77,-6.271487731933597,-21.12148773193359,True,completo,False
186,2907707,BA,Nordeste,105,0.33524996,0.3619047619047619,0.66475004,41.36,-7.835002288818359,-22.18500228881836,True,completo,True
187,2804003,SE,Nordeste,122,0.33533287,0.3114754098360656,0.6646671,28.54,4.993287048339845,-12.73671295166016,False,completo,True
188,2404705,RN,Nordeste,130,0.33580783,0.4,0.6641922,20.1,13.48078384399414,-5.169216156005859,False,completo,False
189,2408953,RN,Nordeste,88,0.33582294,0.3068181818181818,0.66417706,21.44,12.142294464111327,-6.457705535888671,False,completo,True
190,1707702,TO,Norte,55,0.33649945,0.12727272727272726,0.66350055,18.04,15.609944305419923,-3.0000556945800767,False,completo,True
191,2902658,BA,Nordeste,150,0.33681577,0.26666666666666666,0.6631842,46.98,-13.298424224853512,-25.738424224853517,True,completo,True
192,2911857,BA,Nordeste,66,0.3379672,0.36363636363636365,0.66203284,38.42,-4.623281402587892,-19.88328140258789,True,completo,True
193,2915502,BA,Nordeste,88,0.33824515,0.3409090909090909,0.66175485,41.18,-7.355483703613281,-21.765483703613285,True,completo,False
194,2806404,SE,Nordeste,89,0.33844504,0.2247191011235955,0.66155493,36.03,-2.1854946899414074,-18.135494689941403,True,completo,True
195,2918506,BA,Nordeste,122,0.33866975,0.4344262295081967,0.6613302,30.4,3.4669738769531264,-13.883026123046875,False,completo,True
196,2919553,BA,Nordeste,1313,0.33878627,0.3571972581873572,0.66121376,36.53,-2.6513722229003918,-18.461372222900394,True,completo,True
197,2911501,BA,Nordeste,68,0.33902434,0.5,0.6609757,34.92,-1.0175646972656267,-17.277564697265625,True,completo,True
198,2902906,BA,Nordeste,487,0.33927724,0.3059548254620123,0.66072273,42.76,-8.832277069091795,-22.722277069091795,True,completo,True
199,2804409,SE,Nordeste,200,0.33946198,0.31,0.660538,28.33,5.616197509765627,-12.143802490234378,False,completo,True
200,2907806,BA,Nordeste,156,0.34006086,0.36538461538461536,0.65993917,37.98,-3.973915557861325,-19.363915557861326,True,completo,True
201,2206654,PI,Nordeste,72,0.34098116,0.19444444444444445,0.6590189,30.91,3.188114013671875,-14.051885986328124,False,completo,True
202,1504505,PA,Norte,354,0.34124202,0.2909604519774011,0.658758,44.48,-10.355797271728512,-23.675797271728513,True,completo,True
203,2912707,BA,Nordeste,204,0.34142125,0.22058823529411764,0.65857875,38.26,-4.117875823974607,-19.42787582397461,True,completo,False
204,2703106,AL,Nordeste,242,0.34167027,0.23553719008264462,0.6583297,36.85,-2.682973480224611,-18.40297348022461,True,completo,True
205,2901155,BA,Nordeste,192,0.34170905,0.4322916666666667,0.658291,39.16,-4.989093933105465,-20.02909393310547,True,completo,True
206,2921708,BA,Nordeste,219,0.34199217,0.2831050228310502,0.65800786,42.87,-8.670781249999997,-22.52078125,True,completo,True
207,2908606,BA,Nordeste,167,0.34215435,0.281437125748503,0.6578456,46.79,-12.574564971923827,-25.084564971923825,True,completo,True
208,2802304,SE,Nordeste,91,0.3424453,0.37362637362637363,0.6575547,26.27,7.974529724121094,-10.135470275878909,False,completo,True
209,2931301,BA,Nordeste,110,0.342587,0.41818181818181815,0.657413,39.97,-5.711302490234374,-20.501302490234373,True,completo,True
210,2925501,BA,Nordeste,391,0.34288287,0.3273657289002558,0.6571171,41.65,-7.3617118835449205,-21.62171188354492,True,completo,True
211,2801207,SE,Nordeste,460,0.34298724,0.26956521739130435,0.65701276,29.89,4.408725128173828,-13.041274871826175,False,completo,False
212,1718865,TO,Norte,70,0.34302288,0.3142857142857143,0.6569771,23.48,10.822288055419921,-7.637711944580076,False,completo,True
