id_municipio,uf,regiao,cluster,segmento
2210607,PI,Nordeste,1,3
2210623,PI,Nordeste,1,3
2210631,PI,Nordeste,1,3
2210656,PI,Nordeste,1,3
2210706,PI,Nordeste,1,3
2210805,PI,Nordeste,1,3
2210904,PI,Nordeste,1,3
2210938,PI,Nordeste,1,3
2210953,PI,Nordeste,1,3
2210979,PI,Nordeste,1,3
2211001,PI,Nordeste,0,1
2211100,PI,Nordeste,1,3
2211209,PI,Nordeste,1,3
2211308,PI,Nordeste,1,3
2211357,PI,Nordeste,1,3
2211407,PI,Nordeste,1,3
2211506,PI,Nordeste,1,3
2211605,PI,Nordeste,1,3
2211704,PI,Nordeste,1,3
2300101,CE,Nordeste,1,3
2300150,CE,Nordeste,1,3
2300200,CE,Nordeste,1,3
2300309,CE,Nordeste,1,3
2300408,CE,Nordeste,1,3
2300507,CE,Nordeste,1,3
2300606,CE,Nordeste,1,3
2300705,CE,Nordeste,1,3
2300754,CE,Nordeste,1,3
2300804,CE,Nordeste,1,3
2300903,CE,Nordeste,1,3
2301000,CE,Nordeste,1,3
2301109,CE,Nordeste,1,3
2301208,CE,Nordeste,1,3
2301257,CE,Nordeste,1,3
2301307,CE,Nordeste,1,3
2301406,CE,Nordeste,1,3
2301505,CE,Nordeste,1,3
2301604,CE,Nordeste,1,3
2301703,CE,Nordeste,1,3
2301802,CE,Nordeste,1,3
2301851,CE,Nordeste,1,3
2301901,CE,Nordeste,0,0
2301950,CE,Nordeste,1,3
2302008,CE,Nordeste,1,3
2302057,CE,Nordeste,1,3
2302107,CE,Nordeste,1,3
2302206,CE,Nordeste,1,3
2302305,CE,Nordeste,1,3
2302404,CE,Nordeste,1,3
2302503,CE,Nordeste,1,3
2302602,CE,Nordeste,1,3
2302701,CE,Nordeste,1,3
2302800,CE,Nordeste,1,3
2302909,CE,Nordeste,1,3
2303006,CE,Nordeste,1,3
2303105,CE,Nordeste,1,3
2303204,CE,Nordeste,1,3
2303303,CE,Nordeste,1,3
2303402,CE,Nordeste,1,3
2303501,CE,Nordeste,1,3
2303600,CE,Nordeste,1,2
2303659,CE,Nordeste,1,3
2303709,CE,Nordeste,0,1
2303808,CE,Nordeste,1,3
2303907,CE,Nordeste,1,3
2303931,CE,Nordeste,1,3
2303956,CE,Nordeste,1,3
2304004,CE,Nordeste,1,3
2304103,CE,Nordeste,1,3
2304202,CE,Nordeste,0,1
2304236,CE,Nordeste,1,3
2304251,CE,Nordeste,1,3
2304269,CE,Nordeste,1,3
2304277,CE,Nordeste,1,3
2304285,CE,Nordeste,0,1
2304301,CE,Nordeste,1,3
2304350,CE,Nordeste,1,3
2304400,CE,Nordeste,0,1
2304459,CE,Nordeste,1,3
2304509,CE,Nordeste,1,3
2304608,CE,Nordeste,1,3
2304657,CE,Nordeste,1,3
2304707,CE,Nordeste,1,3
2304806,CE,Nordeste,1,3
2304905,CE,Nordeste,1,3
2304954,CE,Nordeste,1,3
2305001,CE,Nordeste,1,3
2305100,CE,Nordeste,1,3
2305209,CE,Nordeste,1,3
2305233,CE,Nordeste,0,1
2305266,CE,Nordeste,1,3
2305308,CE,Nordeste,1,3
2305332,CE,Nordeste,1,3
2305357,CE,Nordeste,1,3
2305407,CE,Nordeste,1,3
2305506,CE,Nordeste,0,3
2305605,CE,Nordeste,1,3
2305654,CE,Nordeste,1,3
2305704,CE,Nordeste,1,3
2305803,CE,Nordeste,1,3
2305902,CE,Nordeste,1,3
2306009,CE,Nordeste,1,3
2306108,CE,Nordeste,1,3
2306207,CE,Nordeste,1,3
2306256,CE,Nordeste,1,3
2306306,CE,Nordeste,1,3
2306405,CE,Nordeste,1,3
2306504,CE,Nordeste,1,3
2306553,CE,Nordeste,1,3
2306603,CE,Nordeste,1,3
2306702,CE,Nordeste,1,3
2306801,CE,Nordeste,1,3
2306900,CE,Nordeste,1,3
2307007,CE,Nordeste,1,3
2307106,CE,Nordeste,1,3
2307205,CE,Nordeste,1,3
2307254,CE,Nordeste,1,3
2307304,CE,Nordeste,0,1
2307403,CE,Nordeste,1,3
2307502,CE,Nordeste,1,3
2307601,CE,Nordeste,0,0
2307635,CE,Nordeste,1,3
2307650,CE,Nordeste,0,1
2307700,CE,Nordeste,0,1
2307809,CE,Nordeste,1,3
2307908,CE,Nordeste,1,3
2308005,CE,Nordeste,1,3
2308104,CE,Nordeste,1,3
2308203,CE,Nordeste,1,3
2308302,CE,Nordeste,1,3
2308351,CE,Nordeste,1,3
2308377,CE,Nordeste,1,3
2308401,CE,Nordeste,1,3
2308500,CE,Nordeste,1,3
2308609,CE,Nordeste,1,3
2308708,CE,Nordeste,1,3
2308807,CE,Nordeste,1,3
2308906,CE,Nordeste,1,3
2309003,CE,Nordeste,1,3
2309102,CE,Nordeste,1,3
2309201,CE,Nordeste,1,3
2309300,CE,Nordeste,1,3
2309409,CE,Nordeste,1,3
2309458,CE,Nordeste,1,3
2309508,CE,Nordeste,1,3
2309607,CE,Nordeste,0,1
2309706,CE,Nordeste,0,1
2309805,CE,Nordeste,1,3
2309904,CE,Nordeste,1,3
2310001,CE,Nordeste,1,3
2310100,CE,Nordeste,1,3
2310209,CE,Nordeste,1,3
2310258,CE,Nordeste,1,3
2310308,CE,Nordeste,1,3
2310407,CE,Nordeste,1,3
2310506,CE,Nordeste,1,3
2310605,CE,Nordeste,1,0
2310704,CE,Nordeste,1,3
2310803,CE,Nordeste,1,3
2310852,CE,Nordeste,1,3
2310902,CE,Nordeste,1,3
2310951,CE,Nordeste,1,3
2311009,CE,Nordeste,1,3
2311108,CE,Nordeste,1,3
2311207,CE,Nordeste,1,3
2311231,CE,Nordeste,1,3
2311264,CE,Nordeste,1,3
2311306,CE,Nordeste,1,3
2311355,CE,Nordeste,1,3
2311405,CE,Nordeste,1,3
2311504,CE,Nordeste,1,3
2311603,CE,Nordeste,1,3
2311702,CE,Nordeste,1,3
2311801,CE,Nordeste,0,0
2311900,CE,Nordeste,1,3
2311959,CE,Nordeste,1,3
2312007,CE,Nordeste,1,3
2312106,CE,Nordeste,1,3
2312205,CE,Nordeste,1,3
2312304,CE,Nordeste,1,3
2312403,CE,Nordeste,1,3
2312502,CE,Nordeste,1,0
2312601,CE,Nordeste,1,3
2312700,CE,Nordeste,1,3
2312809,CE,Nordeste,1,3
2312908,CE,Nordeste,0,1
2313005,CE,Nordeste,1,3
2313104,CE,Nordeste,1,3
2313203,CE,Nordeste,1,3
2313252,CE,Nordeste,1,3
2313302,CE,Nordeste,1,3
2313351,CE,Nordeste,1,3
2313401,CE,Nordeste,1,3
2313500,CE,Nordeste,1,3
2313559,CE,Nordeste,1,3
2313609,CE,Nordeste,1,3
2313708,CE,Nordeste,1,3
2313757,CE,Nordeste,1,3
2313807,CE,Nordeste,1,3
2313906,CE,Nordeste,1,3
2313955,CE,Nordeste,1,3
2314003,CE,Nordeste,1,3
2314102,CE,Nordeste,1,3
2400109,RN,Nordeste,0,0
2400208,RN,Nordeste,1,3
2400307,RN,Nordeste,1,3
2400406,RN,Nordeste,1,3
2400505,RN,Nordeste,1,3
2400604,RN,Nordeste,1,3
2400703,RN,Nordeste,0,1
2400802,RN,Nordeste,1,3
2400901,RN,Nordeste,1,3
2401008,RN,Nordeste,1,3
2401107,RN,Nordeste,0,1
2401206,RN,Nordeste,1,3
2401305,RN,Nordeste,1,3
2401404,RN,Nordeste,1,3
2401453,RN,Nordeste,1,3
2401503,RN,Nordeste,1,3
2401602,RN,Nordeste,1,3
2401651,RN,Nordeste,1,3
2401701,RN,Nordeste,1,3
2401800,RN,Nordeste,1,3
2401859,RN,Nordeste,1,3
2401909,RN,Nordeste,1,3
2402006,RN,Nordeste,0,1
2402105,RN,Nordeste,1,3
2402204,RN,Nordeste,1,3
2402303,RN,Nordeste,1,3
2402402,RN,Nordeste,0,1
2402501,RN,Nordeste,1,3
2402600,RN,Nordeste,1,3
2402709,RN,Nordeste,1,3
2402808,RN,Nordeste,1,3
2402907,RN,Nordeste,1,3
2403004,RN,Nordeste,0,0
2403103,RN,Nordeste,0,1
2403202,RN,Nordeste,1,3
2403251,RN,Nordeste,0,1
2403301,RN,Nordeste,1,3
2403400,RN,Nordeste,1,3
2403509,RN,Nordeste,1,3
2403608,RN,Nordeste,1,3
2403707,RN,Nordeste,1,3
2403756,RN,Nordeste,1,3
2403806,RN,Nordeste,1,3
2403905,RN,Nordeste,1,3
2404002,RN,Nordeste,1,3
2404101,RN,Nordeste,1,3
2404200,RN,Nordeste,1,3
2404309,RN,Nordeste,1,3
2404408,RN,Nordeste,1,3
2404507,RN,Nordeste,1,3
2404606,RN,Nordeste,1,3
2404705,RN,Nordeste,1,3
2404804,RN,Nordeste,0,0
2404853,RN,Nordeste,1,3
2404903,RN,Nordeste,1,3
2405009,RN,Nordeste,1,3
2405108,RN,Nordeste,1,3
2405207,RN,Nordeste,1,3
2405306,RN,Nordeste,1,3
2405405,RN,Nordeste,1,3
2405504,RN,Nordeste,1,3
2405603,RN,Nordeste,1,3
2405702,RN,Nordeste,0,0
2405801,RN,Nordeste,1,3
2405900,RN,Nordeste,1,3
2406007,RN,Nordeste,1,3
2406106,RN,Nordeste,1,3
2406155,RN,Nordeste,1,3
2406205,RN,Nordeste,1,3
2406304,RN,Nordeste,1,3
2406403,RN,Nordeste,1,3
2406502,RN,Nordeste,1,3
2406601,RN,Nordeste,1,3
2406700,RN,Nordeste,1,3
2406809,RN,Nordeste,1,3
2406908,RN,Nordeste,1,3
2407005,RN,Nordeste,1,3
2407104,RN,Nordeste,1,3
2407203,RN,Nordeste,0,1
2407252,RN,Nordeste,1,3
2407302,RN,Nordeste,1,3
2407401,RN,Nordeste,1,3
2407500,RN,Nordeste,1,3
2407609,RN,Nordeste,1,3
2407708,RN,Nordeste,1,3
2407807,RN,Nordeste,1,3
2407906,RN,Nordeste,1,3
2408003,RN,Nordeste,0,1
2408102,RN,Nordeste,0,1
2408201,RN,Nordeste,1,3
2408300,RN,Nordeste,1,3
2408409,RN,Nordeste,1,3
2408508,RN,Nordeste,0,0
2408607,RN,Nordeste,1,3
2408706,RN,Nordeste,1,3
2408805,RN,Nordeste,1,3
2408904,RN,Nordeste,0,1
2408953,RN,Nordeste,1,3
2409100,RN,Nordeste,1,3
2409209,RN,Nordeste,1,3
2409308,RN,Nordeste,1,3
2409332,RN,Nordeste,1,3
2409407,RN,Nordeste,0,1
2409506,RN,Nordeste,1,3
2409605,RN,Nordeste,1,2
2409704,RN,Nordeste,1,3
2409803,RN,Nordeste,1,3
2409902,RN,Nordeste,1,0
2410009,RN,Nordeste,1,3
2410108,RN,Nordeste,1,3
2410207,RN,Nordeste,1,3
2410256,RN,Nordeste,1,3
2410306,RN,Nordeste,1,2
2410405,RN,Nordeste,1,3
2410504,RN,Nordeste,1,3
2410603,RN,Nordeste,1,3
2410702,RN,Nordeste,1,3
2410801,RN,Nordeste,1,3
2410900,RN,Nordeste,1,3
2411007,RN,Nordeste,1,3
2411056,RN,Nordeste,1,3
2411106,RN,Nordeste,1,3
2411205,RN,Nordeste,1,3
2411403,RN,Nordeste,1,3
2411429,RN,Nordeste,1,3
2411502,RN,Nordeste,1,3
2411601,RN,Nordeste,1,3
2411700,RN,Nordeste,1,3
2411809,RN,Nordeste,1,3
2411908,RN,Nordeste,1,3
2412005,RN,Nordeste,0,1
2412104,RN,Nordeste,0,0
2412203,RN,Nordeste,1,3
2412302,RN,Nordeste,1,3
2412401,RN,Nordeste,0,0
2412500,RN,Nordeste,1,3
2412559,RN,Nordeste,1,3
2412609,RN,Nordeste,1,3
2412708,RN,Nordeste,1,3
2412807,RN,Nordeste,1,3
2412906,RN,Nordeste,1,3
2413003,RN,Nordeste,1,3
2413102,RN,Nordeste,1,3
2413201,RN,Nordeste,1,3
2413300,RN,Nordeste,1,3
2413359,RN,Nordeste,1,3
2413409,RN,Nordeste,1,3
2413508,RN,Nordeste,1,3
2413557,RN,Nordeste,1,3
2413607,RN,Nordeste,1,3
2413706,RN,Nordeste,1,3
2413805,RN,Nordeste,1,3
2413904,RN,Nordeste,1,3
2414001,RN,Nordeste,1,3
2414100,RN,Nordeste,1,3
2414159,RN,Nordeste,1,3
2414209,RN,Nordeste,1,3
2414308,RN,Nordeste,0,0
2414407,RN,Nordeste,1,3
2414456,RN,Nordeste,1,3
2414506,RN,Nordeste,1,3
2414605,RN,Nordeste,1,3
2414704,RN,Nordeste,1,3
2414753,RN,Nordeste,1,3
2414803,RN,Nordeste,1,3
2414902,RN,Nordeste,1,3
2415008,RN,Nordeste,1,3
2500106,PB,Nordeste,1,3
2500205,PB,Nordeste,1,3
2500304,PB,Nordeste,1,3
2500403,PB,Nordeste,1,3
2500502,PB,Nordeste,1,3
2500536,PB,Nordeste,1,3
2500577,PB,Nordeste,1,3
2500601,PB,Nordeste,1,3
2500700,PB,Nordeste,1,3
2500734,PB,Nordeste,1,3
2500775,PB,Nordeste,1,3
2500809,PB,Nordeste,1,3
2500908,PB,Nordeste,1,3
2501005,PB,Nordeste,1,3
2501104,PB,Nordeste,1,3
2501153,PB,Nordeste,1,3
2501203,PB,Nordeste,1,3
2501302,PB,Nordeste,1,3
2501351,PB,Nordeste,1,3
2501401,PB,Nordeste,1,3
2501500,PB,Nordeste,1,3
2501534,PB,Nordeste,1,3
2501575,PB,Nordeste,1,3
2501609,PB,Nordeste,1,3
2501708,PB,Nordeste,1,3
2501807,PB,Nordeste,0,1
2501906,PB,Nordeste,1,3
2502003,PB,Nordeste,1,3
2502052,PB,Nordeste,1,3
2502102,PB,Nordeste,1,3
2502151,PB,Nordeste,1,3
2502201,PB,Nordeste,1,3
2502300,PB,Nordeste,1,3
2502409,PB,Nordeste,1,3
2502508,PB,Nordeste,1,3
2502607,PB,Nordeste,1,3
2502706,PB,Nordeste,1,3
2502805,PB,Nordeste,1,3
2502904,PB,Nordeste,1,3
2503001,PB,Nordeste,1,3
2503100,PB,Nordeste,1,3
2503209,PB,Nordeste,0,1
2503308,PB,Nordeste,1,3
2503407,PB,Nordeste,1,2
2503506,PB,Nordeste,1,3
2503555,PB,Nordeste,1,3
2503605,PB,Nordeste,1,3
2503704,PB,Nordeste,0,1
2503803,PB,Nordeste,1,3
2503902,PB,Nordeste,1,3
2504009,PB,Nordeste,0,1
2504033,PB,Nordeste,1,3
2504074,PB,Nordeste,1,3
2504108,PB,Nordeste,1,3
2504157,PB,Nordeste,1,3
2504207,PB,Nordeste,1,3
2504306,PB,Nordeste,1,3
2504355,PB,Nordeste,1,3
2504405,PB,Nordeste,1,3
2504504,PB,Nordeste,1,3
2504603,PB,Nordeste,1,3
2504702,PB,Nordeste,1,3
2504801,PB,Nordeste,1,3
2504850,PB,Nordeste,1,3
2504900,PB,Nordeste,1,3
2505006,PB,Nordeste,1,3
2505105,PB,Nordeste,1,3
2505204,PB,Nordeste,1,3
2505238,PB,Nordeste,1,3
2505279,PB,Nordeste,1,3
2505303,PB,Nordeste,1,3
2505352,PB,Nordeste,1,3
2505402,PB,Nordeste,1,3
2505501,PB,Nordeste,1,3
2505600,PB,Nordeste,1,3
2505709,PB,Nordeste,1,3
2505808,PB,Nordeste,1,3
2505907,PB,Nordeste,1,3
2506004,PB,Nordeste,1,3
2506103,PB,Nordeste,1,3
2506202,PB,Nordeste,1,3
2506251,PB,Nordeste,1,2
2506301,PB,Nordeste,0,1
2506400,PB,Nordeste,1,3
2506509,PB,Nordeste,1,3
2506608,PB,Nordeste,1,3
2506707,PB,Nordeste,1,3
2506806,PB,Nordeste,1,3
2506905,PB,Nordeste,1,3
2507002,PB,Nordeste,1,3
2507101,PB,Nordeste,1,3
2507200,PB,Nordeste,1,3
2507309,PB,Nordeste,1,3
2507408,PB,Nordeste,1,3
2507507,PB,Nordeste,0,1
2507606,PB,Nordeste,1,3
2507705,PB,Nordeste,1,3
2507804,PB,Nordeste,1,3
2507903,PB,Nordeste,1,3
2508000,PB,Nordeste,1,3
2508109,PB,Nordeste,1,3
2508208,PB,Nordeste,1,3
2508307,PB,Nordeste,1,3
2508406,PB,Nordeste,1,3
2508505,PB,Nordeste,1,3
2508554,PB,Nordeste,1,3
2508604,PB,Nordeste,1,3
2508703,PB,Nordeste,1,3
2508802,PB,Nordeste,1,3
2508901,PB,Nordeste,1,3
2509008,PB,Nordeste,1,3
2509057,PB,Nordeste,1,3
2509107,PB,Nordeste,1,3
2509156,PB,Nordeste,1,3
2509206,PB,Nordeste,1,3
2509305,PB,Nordeste,1,3
2509339,PB,Nordeste,1,2
2509370,PB,Nordeste,1,3
2509396,PB,Nordeste,1,3
2509404,PB,Nordeste,1,3
2509503,PB,Nordeste,1,3
2509602,PB,Nordeste,1,3
2509701,PB,Nordeste,1,3
2509800,PB,Nordeste,1,3
2509909,PB,Nordeste,1,3
2510006,PB,Nordeste,1,3
2510105,PB,Nordeste,1,3
2510204,PB,Nordeste,1,3
2510303,PB,Nordeste,1,3
2510402,PB,Nordeste,1,3
2510501,PB,Nordeste,1,3
2510600,PB,Nordeste,1,3
2510709,PB,Nordeste,1,3
2510808,PB,Nordeste,0,1
2510907,PB,Nordeste,1,3
2511004,PB,Nordeste,1,3
2511103,PB,Nordeste,1,3
2511202,PB,Nordeste,1,3
2511301,PB,Nordeste,1,3
2511400,PB,Nordeste,1,3
2511509,PB,Nordeste,1,3
2511608,PB,Nordeste,1,3
2511707,PB,Nordeste,1,3
2511806,PB,Nordeste,1,3
2511905,PB,Nordeste,1,3
2512002,PB,Nordeste,1,3
2512036,PB,Nordeste,1,3
2512077,PB,Nordeste,1,3
2512101,PB,Nordeste,1,3
2512200,PB,Nordeste,1,3
2512309,PB,Nordeste,1,3
2512408,PB,Nordeste,1,3
2512507,PB,Nordeste,1,3
2512606,PB,Nordeste,1,3
2512705,PB,Nordeste,1,3
2512721,PB,Nordeste,1,3
2512747,PB,Nordeste,1,3
2512754,PB,Nordeste,1,3
2512762,PB,Nordeste,1,3
2512788,PB,Nordeste,1,3
2512804,PB,Nordeste,1,3
2512903,PB,Nordeste,1,3
2513000,PB,Nordeste,1,3
2513109,PB,Nordeste,1,3
2513158,PB,Nordeste,1,3
2513208,PB,Nordeste,1,3
2513307,PB,Nordeste,1,3
2513356,PB,Nordeste,1,3
2513406,PB,Nordeste,0,1
2513505,PB,Nordeste,1,3
2513604,PB,Nordeste,1,3
2513653,PB,Nordeste,1,3
2513703,PB,Nordeste,1,3
2513802,PB,Nordeste,1,3
2513851,PB,Nordeste,1,3
2513901,PB,Nordeste,1,3
2513927,PB,Nordeste,1,3
2513943,PB,Nordeste,1,3
2513968,PB,Nordeste,1,3
2513984,PB,Nordeste,1,3
2514008,PB,Nordeste,1,3
2514107,PB,Nordeste,1,3
2514206,PB,Nordeste,1,3
2514305,PB,Nordeste,1,3
2514404,PB,Nordeste,1,3
2514453,PB,Nordeste,1,3
2514503,PB,Nordeste,1,3
2514552,PB,Nordeste,1,3
2514602,PB,Nordeste,1,3
2514651,PB,Nordeste,1,3
2514701,PB,Nordeste,1,3
2514800,PB,Nordeste,1,3
2514909,PB,Nordeste,1,3
2515005,PB,Nordeste,1,3
2515104,PB,Nordeste,1,3
2515203,PB,Nordeste,1,3
2515302,PB,Nordeste,1,3
2515401,PB,Nordeste,1,3
2515500,PB,Nordeste,1,3
2515609,PB,Nordeste,1,3
2515708,PB,Nordeste,1,3
2515807,PB,Nordeste,1,3
2515906,PB,Nordeste,1,3
2515930,PB,Nordeste,1,3
2515971,PB,Nordeste,1,3
2516003,PB,Nordeste,1,3
2516102,PB,Nordeste,1,3
2516151,PB,Nordeste,1,3
2516201,PB,Nordeste,0,3
2516300,PB,Nordeste,1,3
2516409,PB,Nordeste,1,3
2516508,PB,Nordeste,1,3
2516607,PB,Nordeste,1,3
2516706,PB,Nordeste,1,3
2516755,PB,Nordeste,1,3
2516805,PB,Nordeste,1,3
2516904,PB,Nordeste,1,3
2517001,PB,Nordeste,1,3
2517100,PB,Nordeste,0,0
2517209,PB,Nordeste,1,3
2517407,PB,Nordeste,0,0
2600054,PE,Nordeste,0,1
2600104,PE,Nordeste,1,3
2600203,PE,Nordeste,1,3
2600302,PE,Nordeste,1,3
2600401,PE,Nordeste,1,2
2600500,PE,Nordeste,1,3
2600609,PE,Nordeste,1,3
2600708,PE,Nordeste,1,3
2600807,PE,Nordeste,1,3
2600906,PE,Nordeste,1,3
2601003,PE,Nordeste,1,3
2601052,PE,Nordeste,1,3
2601102,PE,Nordeste,1,3
2601201,PE,Nordeste,0,1
2601300,PE,Nordeste,1,3
2601409,PE,Nordeste,1,3
2601508,PE,Nordeste,1,3
2601607,PE,Nordeste,1,3
2601706,PE,Nordeste,1,3
2601805,PE,Nordeste,1,3
2601904,PE,Nordeste,1,3
2602001,PE,Nordeste,1,3
2602100,PE,Nordeste,1,3
2602209,PE,Nordeste,1,3
2602308,PE,Nordeste,1,3
2602407,PE,Nordeste,1,2
2602506,PE,Nordeste,1,3
2602605,PE,Nordeste,1,3
2602704,PE,Nordeste,1,2
2602803,PE,Nordeste,1,3
2602902,PE,Nordeste,0,1
2603009,PE,Nordeste,1,3
2603108,PE,Nordeste,1,3
2603207,PE,Nordeste,1,2
2603306,PE,Nordeste,1,3
2603405,PE,Nordeste,1,3
2603454,PE,Nordeste,0,1
2603504,PE,Nordeste,1,3
2603603,PE,Nordeste,1,3
2603702,PE,Nordeste,1,2
2603801,PE,Nordeste,1,3
2603900,PE,Nordeste,1,3
2603926,PE,Nordeste,1,3
2604007,PE,Nordeste,0,1
2604106,PE,Nordeste,0,1
2604155,PE,Nordeste,1,3
2604205,PE,Nordeste,1,3
2604304,PE,Nordeste,1,3
2604403,PE,Nordeste,1,3
2604502,PE,Nordeste,1,3
2604601,PE,Nordeste,1,3
2604700,PE,Nordeste,1,2
2604809,PE,Nordeste,1,3
2604908,PE,Nordeste,1,3
2605004,PE,Nordeste,1,3
2605103,PE,Nordeste,1,3
2605152,PE,Nordeste,1,3
2605202,PE,Nordeste,1,3
2605301,PE,Nordeste,1,3
2605400,PE,Nordeste,1,3
2605459,PE,Nordeste,0,1
2605509,PE,Nordeste,1,3
2605608,PE,Nordeste,1,3
2605707,PE,Nordeste,1,3
2605806,PE,Nordeste,1,2
2605905,PE,Nordeste,1,3
2606002,PE,Nordeste,0,1
2606101,PE,Nordeste,1,3
2606200,PE,Nordeste,0,1
2606309,PE,Nordeste,1,3
2606408,PE,Nordeste,1,3
2606507,PE,Nordeste,1,2
2606606,PE,Nordeste,1,3
2606705,PE,Nordeste,1,3
2606804,PE,Nordeste,0,1
2606903,PE,Nordeste,1,3
2607000,PE,Nordeste,1,2
2607109,PE,Nordeste,1,3
2607208,PE,Nordeste,0,3
2607307,PE,Nordeste,1,3
2607406,PE,Nordeste,1,3
2607505,PE,Nordeste,1,2
2607604,PE,Nordeste,1,3
2607653,PE,Nordeste,1,3
2607703,PE,Nordeste,1,3
2607752,PE,Nordeste,0,3
2607802,PE,Nordeste,1,3
2607901,PE,Nordeste,0,1
2607950,PE,Nordeste,1,3
2608008,PE,Nordeste,1,3
2608057,PE,Nordeste,1,3
2608107,PE,Nordeste,1,3
2608206,PE,Nordeste,1,3
2608255,PE,Nordeste,1,3
2608305,PE,Nordeste,1,3
2608404,PE,Nordeste,1,3
2608453,PE,Nordeste,1,3
2608503,PE,Nordeste,1,3
2608602,PE,Nordeste,1,3
2608701,PE,Nordeste,1,3
2608750,PE,Nordeste,1,3
2608800,PE,Nordeste,1,3
2608909,PE,Nordeste,0,0
2609006,PE,Nordeste,1,3
2609105,PE,Nordeste,1,2
2609154,PE,Nordeste,1,2
2609204,PE,Nordeste,1,2
2609303,PE,Nordeste,1,3
2609402,PE,Nordeste,1,3
2609501,PE,Nordeste,0,0
2609600,PE,Nordeste,0,1
2609709,PE,Nordeste,1,3
2609808,PE,Nordeste,1,3
2609907,PE,Nordeste,1,3
2610004,PE,Nordeste,1,3
2610103,PE,Nordeste,1,3
2610202,PE,Nordeste,1,3
2610301,PE,Nordeste,1,3
2610400,PE,Nordeste,1,3
2610509,PE,Nordeste,1,3
2610608,PE,Nordeste,1,3
2610707,PE,Nordeste,0,1
2610806,PE,Nordeste,1,3
2610905,PE,Nordeste,1,3
2611002,PE,Nordeste,1,3
2611101,PE,Nordeste,0,1
2611200,PE,Nordeste,1,3
2611309,PE,Nordeste,1,3
2611408,PE,Nordeste,1,3
2611507,PE,Nordeste,1,3
2611533,PE,Nordeste,1,3
2611606,PE,Nordeste,0,1
2611705,PE,Nordeste,1,3
2611804,PE,Nordeste,1,3
2611903,PE,Nordeste,1,3
2612000,PE,Nordeste,1,3
2612109,PE,Nordeste,1,2
2612208,PE,Nordeste,0,3
2612307,PE,Nordeste,1,3
2612406,PE,Nordeste,1,3
2612455,PE,Nordeste,1,3
2612471,PE,Nordeste,1,3
2612505,PE,Nordeste,0,1
2612554,PE,Nordeste,1,3
2612604,PE,Nordeste,1,3
2612703,PE,Nordeste,1,3
2612802,PE,Nordeste,1,3
2612901,PE,Nordeste,1,2
2613008,PE,Nordeste,1,3
2613107,PE,Nordeste,1,3
2613206,PE,Nordeste,1,3
2613305,PE,Nordeste,1,3
2613404,PE,Nordeste,1,3
2613503,PE,Nordeste,1,3
2613602,PE,Nordeste,1,3
2613701,PE,Nordeste,0,3
2613800,PE,Nordeste,1,3
2613909,PE,Nordeste,1,3
2614006,PE,Nordeste,1,3
2614105,PE,Nordeste,1,3
2614204,PE,Nordeste,1,3
2614303,PE,Nordeste,1,3
2614402,PE,Nordeste,1,3
2614501,PE,Nordeste,1,3
2614600,PE,Nordeste,1,3
2614709,PE,Nordeste,1,3
2614808,PE,Nordeste,1,3
2614857,PE,Nordeste,1,3
2615003,PE,Nordeste,1,3
2615102,PE,Nordeste,1,2
2615201,PE,Nordeste,1,3
2615300,PE,Nordeste,1,3
2615409,PE,Nordeste,0,3
2615508,PE,Nordeste,1,3
2615607,PE,Nordeste,1,3
2615706,PE,Nordeste,1,3
2615805,PE,Nordeste,1,3
2615904,PE,Nordeste,1,3
2616001,PE,Nordeste,1,3
2616100,PE,Nordeste,1,3
2616183,PE,Nordeste,1,3
2616209,PE,Nordeste,1,3
2616308,PE,Nordeste,1,3
2616407,PE,Nordeste,0,3
2616506,PE,Nordeste,1,3
2700102,AL,Nordeste,1,3
2700201,AL,Nordeste,1,3
2700300,AL,Nordeste,1,3
2700409,AL,Nordeste,1,3
2700508,AL,Nordeste,1,3
2700607,AL,Nordeste,1,3
2700706,AL,Nordeste,1,3
2700805,AL,Nordeste,1,3
2700904,AL,Nordeste,1,3
2701001,AL,Nordeste,1,3
2701100,AL,Nordeste,1,2
2701209,AL,Nordeste,1,3
2701308,AL,Nordeste,1,3
2701357,AL,Nordeste,1,3
2701407,AL,Nordeste,1,3
2701506,AL,Nordeste,1,2
2701605,AL,Nordeste,1,3
2701704,AL,Nordeste,1,3
2701803,AL,Nordeste,1,3
2701902,AL,Nordeste,1,3
2702009,AL,Nordeste,1,3
2702108,AL,Nordeste,1,3
2702207,AL,Nordeste,1,3
2702306,AL,Nordeste,1,3
2702355,AL,Nordeste,1,3
2702405,AL,Nordeste,1,3
2702504,AL,Nordeste,1,2
2702553,AL,Nordeste,1,3
2702603,AL,Nordeste,1,3
2702702,AL,Nordeste,1,3
2702801,AL,Nordeste,1,3
2702900,AL,Nordeste,1,3
2703007,AL,Nordeste,1,3
2703106,AL,Nordeste,1,3
2703205,AL,Nordeste,1,3
2703304,AL,Nordeste,1,2
2703403,AL,Nordeste,1,3
2703502,AL,Nordeste,1,3
2703601,AL,Nordeste,1,3
2703700,AL,Nordeste,1,3
2703759,AL,Nordeste,1,3
2703809,AL,Nordeste,1,3
2703908,AL,Nordeste,1,2
2704005,AL,Nordeste,1,3
2704104,AL,Nordeste,1,3
2704203,AL,Nordeste,1,3
