threshold,sinalizados_%,precisao_risco,recall_risco,f1_risco
0.3,0.4583336154195073,0.689807976366322,0.00769712552742616,0.015224372035404
0.35,1.789103349604064,0.6962663975782039,0.030327004219409284,0.05812239396874869
0.4,7.177626278696627,0.6625479469282526,0.11577553621659634,0.19710787477434502
0.45,12.029959808361937,0.633807308471524,0.185626538326301,0.2871530315649912
0.5,30.93063613817258,0.5659336650566896,0.42616033755274263,0.4862008662458709
0.55,40.364274801580585,0.5489447348558969,0.5394415875527426,0.5441516732662568
0.6,48.66279870104959,0.526544486593272,0.623807797116737,0.5710642920730082
0.65,56.04036765983567,0.5056134981677607,0.6898239715189873,0.5835258141123654
0.7,77.6707354776396,0.463614968911616,0.8766646888185654,0.606492637724346
